ID,Codigo de grupo,Nombre de grupo,Lider,Avalado,Estado,Calificado,Programa nacional,Programa nacional secundario,Programa tipo
81,COL0055049,"Grupo de Investigación en Biomateriales ",DIANA MARCELA ESCOBAR SIERRA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Salud",Ingeniería
82,COL0007909,"Grupo de Control y Procesamiento Digital de Seńales",CESAR GERMAN CASTELLANOS DOMINGUEZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
83,COL0006099,"GRUPO DE INVESTIGACION EN PRODUCTIVIDAD Y CALIDAD ( GIPC )",FABIAN ALFONSO GAZABON ARRIETA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
84,COL0016917,"VIAS Y TRANSPORTE (VITRA)",IVAN REINALDO SARMIENTO ORDOSGOITIA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
85,COL0021185,"Materiales Avanzados y Energía",ADOLFO ESCOBAR ORDONEZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Investigaciones en Energía y Minería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
86,COL0009476,"Grupo de Investigación en Biomecánica / Universidad Nacional de Colombia GIBM-UNCB",CARLOS JULIO CORTES RODRIGUEZ,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Salud","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
87,COL0060334,"Sistemas para Liberación Controlada de Moléculas Biológicamente Activas",YOLIMA BAENA ARISTIZABAL,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Salud","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
88,COL0007874,"Grupo de Coloides",HERLEY FERNANDO CASANOVA YEPES,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencias Básicas",Ingeniería
89,COL0014897,"Procesos Fisicoquímicos Aplicados",GLORIA MARIA RESTREPO VASQUEZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Investigaciones en Energía y Minería",Ingeniería
90,COL0012079,"INNOTEC",LUIS EDUARDO BECERRA ARDILA,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación",Ingeniería
91,COL0017539,"Grupo de Materiales y Manufactura CIPP - CIPEM",JORGE ALBERTO MEDINA PERILLA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencias Básicas",Ingeniería
92,COL0012186,"GRUPO DE INVESTIGACIONES EN PROCESOS AGROINDUSTRIALES (GIPAG)",ALBA MANUELA DURANGO VILLADIEGO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ciencias Agropecuarias",Ingeniería
93,COL0006438,"GRUPO DE INVESTIGACIÓN EN MATERIALES SIDERÚRGICOS",LAIS MUJICA RONCERY,1 de 1,Categoría A,Convocatoria 833 de 2018,"Investigaciones en Energía y Minería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
94,COL0068216,"Procesos de Manufactura y Diseńo de máquinas",HECTOR FABIO QUINTERO RIAZA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ciencias Agropecuarias",Ingeniería
95,COL0010987,"Grupo de Sistemas de Información y Control Industrial -SINFOCI-",WILLIAM JOSEPH GIRALDO OROZCO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
96,COL0003964,"EVALUACION DE TECNOLOGIAS Y POLITICAS EN SALUD",HERNANDO GUILLERMO GAITAN DUARTE,5 de 9,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Salud","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
97,COL0068771,"Grupo de Investigación Entre Ciencia e Ingeniería",MONICA MARIA GOMEZ HERMIDA,1 de 2,Categoría A,Convocatoria 833 de 2018,"No Aplica","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
98,COL0002297,"Grupo de Investigación en Ciencia y Tecnología de Alimentos",LUIS JAVIER LOPEZ GIRALDO,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Agropecuarias","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
99,COL0011527,"Grupo de Óptica Aplicada",RENE RESTREPO GOMEZ,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
100,COL0007838,"Grupo de Calorimetría",LILIANA GIRALDO GUTIERREZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
101,COL0053643,"Investigación de conceptos emergentes en energía eléctrica - ICE3",JUAN JOSE MORA FLOREZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Investigaciones en Energía y Minería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
102,COL0016443,"Tecnologías de Información",MARITZA LILIANA CALDERON BENAVIDES,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
103,COL0007749,"Grupo de Automatización Industrial y Control - GAICO",JOSE LUIS VILLA RAMIREZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones",Ingeniería
104,COL0021139,"Grupo de Trabajo en NuevasTecnologías de Diseńo y Manufactura-Automatización DIMA UN",ERNESTO CORDOBA NIETO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencias Básicas",Ingeniería
105,COL0003721,"Desarrollo Económico, Crecimiento y Mercado Laboral",CARLOS HUMBERTO ORTIZ QUEVEDO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
106,COL0011929,"Historia y Empresariado",CARLOS DAVILA LADRON DE GUEVA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
107,COL0100439,"Energías, materiales y ambiente - Unisabana",MANUEL FERNANDO VALERO VALDIVIESO,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
108,COL0008049,"Grupo de Electrónica y Sistemas de Telecomunicaciones",NESTOR MISAEL PENA TRASLAVINA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
109,COL0037917,"Instrumentación Científica e Industrial",ALCIDES DE JESUS MONTOYA CANOLA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones",Ingeniería
110,COL0012649,"Grupo Interdisciplinario en Estudios Culturales, Económicos y Administrativos -GICEA-",BERNARDO JAVIER TOBAR QUITIAQUEZ,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
111,COL0006634,"GRUPO POSTCOSECHA 1996 -",JUAN RODRIGO SANZ URIBE,2 de 2,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Agropecuarias","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
112,COL0017469,"Potencia y Energía",GUSTAVO ANDRES RAMOS LOPEZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Investigaciones en Energía y Minería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
113,COL0006302,"GIEE grupo de investigación en estadistica y epidemiología",JOSE GERARDO CARDONA TORO,4 de 4,Categoría A,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
114,COL0021111,"CMUA - Centro de Microelectrónica Universidad de los Andes",FREDY ENRIQUE SEGURA QUIJANO,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
115,COL0135963,"Finanzas Cuantitativas",DIEGO FERNANDO MANOTAS DUQUE,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Investigaciones en Energía y Minería",Ingeniería
116,COL0130949,"Grupo de Ciencia de Materiales y Superficies",JOSE EDGAR ALFONSO ORJUELA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
117,COL0006419,"GRUPO DE INVESTIGACIÓN SOBRE NUEVOS MATERIALES",LUIS JAVIER CRUZ RIANO,2 de 3,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencias Básicas",Ingeniería
118,COL0016461,"Telecomunicaciones y Seńales",MARIA GABRIELA CALLE TORRES,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
119,COL0009725,"Grupo de Investigación en Estructuras y Materiales",SANDRA ROCIO JEREZ BARBOSA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e innovación en Ambiente, Biodiversidad y Hábitat","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
120,COL0010717,"Sistemas Embebidos e Inteligencia Computacional - SISTEMIC",FREDY ALEXANDER RIVERA VELEZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
121,COL0007856,"Materiales Cerámicos y Vítreos",CLAUDIA PATRICIA GARCIA GARCIA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencias Básicas",Ingeniería
122,COL0014912,"Procesos Químicos Cataliticos y Biotecnológicos",CARLOS ARIEL CARDONA ALZATE,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Biotecnología",Ingeniería
123,COL0056574,"Simulación, diseńo, control y optimización de procesos - SIDCOP",FARLAN TABORDA AGUDELO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Investigaciones en Energía y Minería",Ingeniería
124,COL0008058,"Grupo de Energia Alternativa",EDWIN LENIN CHICA ARRIETA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Investigaciones en Energía y Minería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
125,COL0022674,"GiBiome",LUIS EDUARDO RODRIGUEZ CHEU,2 de 2,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
126,COL0071712,"Grupo de Investigación en Innovación y Desarrollo Agropecuario y Agroindustrial",PIEDAD MARGARITA MONTERO CASTILLO,2 de 3,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Agropecuarias","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
127,COL0053099,"Mecánica Aplicada",JUAN CARLOS BOTERO PALACIO,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones",Ingeniería
128,COL0002214,"Centro de Investigaciones en Acueductos y Alcantarillados - CIACUA",JUAN GUILLERMO SALDARRIAGA VALDERRAMA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e innovación en Ambiente, Biodiversidad y Hábitat","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
129,COL0001109,"Biotecnología Industrial",MARIO ARIAS ZABALA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Biotecnología","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
130,COL0070269,"Grupo del Cemento y Materiales de Construcción",JORGE IVAN TOBON -,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Investigaciones en Energía y Minería",Ingeniería
131,COL0019516,"Grupo de Investigación en Química Estructural  (GIQUE)",JOSE ANTONIO HENAO MARTINEZ,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
132,COL0016597,"Transiciones de Fase y Materiales Funcionales",JESUS EVELIO DIOSA ASTAIZA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
133,COL0010109,"Grupo de Investigación en Percepción y Sistemas Inteligentes",EDUARDO FRANCISCO CAICEDO BRAVO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
134,COL0098162,"MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL",PAULO ALONSO GAONA GARCIA,1 de 2,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
135,COL0066991,"Grupo de Biotransformación",LUISA FERNANDA ROJAS HOYOS,1 de 2,Categoría A,Convocatoria 833 de 2018,"Biotecnología","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
136,COL0000677,"Aseguramiento de la calidad de alimentos y desarrollo de nuevos productos",JAIRO HUMBERTO LOPEZ VARGAS,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Agropecuarias","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
137,COL0035618,"Tecnologías emergentes en agroindustria",ANDRES MAURICIO HURTADO BENAVIDES,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ciencias Agropecuarias",Ingeniería
138,COL0107815,"Ingeniería, Energía, Exergía y Sostenibilidad (IEXS)",CARLOS ARTURO RODRIGUEZ ARROYAVE,1 de 1,Categoría A,Convocatoria 833 de 2018,"Investigaciones en Energía y Minería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
139,COL0026019,"Gestiňn Organizacional",ALEJANDRO BOADA ORTIZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e innovación en Ambiente, Biodiversidad y Hábitat",Ingeniería
140,COL0010323,"Grupo de Investigación en Sistemas de Energía Eléctrica (GISEL)",MONICA ANDREA BOTERO LONDONO,2 de 3,Categoría A,Convocatoria 833 de 2018,"Investigaciones en Energía y Minería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
141,COL0023303,"Grupo I+D en Tecnologías de la Información",CARLOS ALBERTO COBOS LOZADA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
142,COL0025228,"Grupo de Catalisis de la Universidad Pedagógica y Tecnológica de Colombia (GC-UPTC)",HUGO ALFONSO ROJAS SARMIENTO,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
143,COL0022191,"Grupo de Investigación en Modelado, Análisis y Simulación de Procesos Ambientales e Industriales, PAI+",SANTIAGO LAIN BEATOVE,1 de 2,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencias Básicas",Ingeniería
144,COL0053278,"Grupo de Investigación en Tecnología y Desarrollo en Ingeniería (GITYD)",TORCOROMA VELASQUEZ PEREZ,4 de 7,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
145,COL0157432,"SIREC - Sistemas y Redes Cognitivas",CESAR AUGUSTO HERNANDEZ SUAREZ,1 de 2,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
146,COL0036301,"GRUPO DE GEOTECNIA",YAMILE VALENCIA GONZALEZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e innovación en Ambiente, Biodiversidad y Hábitat","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
147,COL0010996,"Grupo de Investigación en Sistemas Eléctricos de Potencia - GISEL",INGRID OLIVEROS PANTOJA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Investigaciones en Energía y Minería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
148,COL0012909,"LABORATORIO DE ESPECTROSCOPÍA ATÓMICA Y MOLECULAR",RAFAEL CABANZO HERNANDEZ,2 de 3,Categoría A1,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
149,COL0027788,"GRUPO INTERDISCIPLINARIO ESTUDIO DEL PENSAMIENTO NUMERICO, POLÍTICAS PÚBLICAS DE CIENCIA Y TECNOLOGÍA, PRODUCCIÓN AGRARIA, MEDIO AMBIENTE, Y PROBLEMATICA DE LA EDUCACION LATINOAMERICANA Y DEL CARIBE",TEOBALDO GARCIA ROMERO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
150,COL0041992,"Desarrollo en Investigación Operativa (DINOP)",MAURICIO GRANADA ECHEVERRI,2 de 5,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Investigaciones en Energía y Minería",Ingeniería
151,COL0035322,"INNOVACIÓN Y DESARROLLO TECNOLÓGICO",OMAR DANILO CASTRILLON GOMEZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
152,COL0017861,"Investigación Educativa y Desarrollo Pedagógico en Ingeniería",GLORIA ARCE NARVAEZ,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación",Ingeniería
153,COL0001567,"COMBA I+D ",CLAUDIA LILIANA ZUNIGA CANON,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
154,COL0064969,"SIMULACIÓN DE TECNOLOGÍAS PARA PROCESOS INDUSTRIALES",LUTY DEL CARMEN GOMEZCACERES PEREZ,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
155,COL0029951,"ARMOS - Arquitecturas Modernas para Sistemas de Alimentación",FREDY HERNAN MARTINEZ SARMIENTO,2 de 2,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Investigaciones en Energía y Minería",Ingeniería
156,COL0006509,"GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES)",LUZ ESPERANZA BOHORQUEZ AREVALO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones",Ingeniería
157,COL0008076,"Grupo de Energía y Termodinámica",CESAR NIETO LONDONO,2 de 3,Categoría A1,Convocatoria 833 de 2018,"Investigaciones en Energía y Minería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
158,COL0054239,"termomec",FRANCISCO JAVIER VELEZ HOYOS,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
159,COL0029512,"Grupo de Investigación en Desarrollos Tecnologicos y Ambientales",GLORIA YANETH FLOREZ YEPES,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e innovación en Ambiente, Biodiversidad y Hábitat","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
160,COL0009055,"Grupo de Investigación Aplicada en Polímeros",IVAN DARIO LOPEZ GOMEZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencias Básicas",Ingeniería
161,COL0031519,"Grupo de Investigación de Estudios en Diseńo",LUZ MERCEDES SAENZ ZAPATA,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
162,COL0084219,"MODELAMIENTO PARA LA GESTIÓN DE OPERACIONES (GIMGO)",ALEXANDER ALBERTO CORREA ESPINAL,1 de 1,Categoría A,Convocatoria 833 de 2018,"No Aplica","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
163,COL0033391,"Refinación y Petroquímica",LUIS OSWALDO ALMANZA RUBIANO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Investigaciones en Energía y Minería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
164,COL0087839,"GRUPO ESTRATÉGICO PARA EL MEJORAMIENTO APLICADO (GEMAS)",LUIS EDUARDO ORTIZ OSPINO,3 de 4,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e innovación en Ambiente, Biodiversidad y Hábitat",Ingeniería
165,COL0033542,"Materiales de Ingeniería (GIMI)",DAIRO HERNAN MESA GRAJALES,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
166,COL0018751,"ECITRONICA",HERNAN PAZ PENAGOS,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
167,COL0042416,"Centro de Estudios en Economía Sistémica - ECSIM",DIEGO FERNANDO GOMEZ SANCHEZ,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
168,COL0026323,"GRUPO DE INVESTIGACIÓN EN POLÍMEROS",GUSTAVO EMILIO RAMIREZ CABALLERO,3 de 5,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencias Básicas",Ingeniería
169,COL0078811,"BIOALIMENTOS",AMANDA CONSUELO DIAZ MORENO,1 de 2,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Agropecuarias","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
170,COL0006975,"Gestión y Evaluación de Programas y Proyectos",ALVARO PIO GOMEZ OLAYA,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
171,COL0036025,"DAVINCI",OSCAR FERNANDO AVILES SANCHEZ,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
172,COL0019276,"Análisis, diseńo y materiales - GIES",DORIAN LUIS LINERO SEGRERA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación",Ingeniería
173,COL0030489,"GITIR: Grupo de Investigación en Tecnologías de la Informacion y Redes",CARLOS ALBERTO RUIZ VILLA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
174,COL0073412,"Campos Electromagnéticos y Fenómenos Energéticos-CAFÉ",DIEGO GONZALES OCAMPO,2 de 2,Categoría A1,Convocatoria 833 de 2018,"Investigaciones en Energía y Minería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
175,COL0044401,"ABC Dynamics",GERARD OLIVAR TOST,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e innovación en Ambiente, Biodiversidad y Hábitat",Ingeniería
176,COL0073851,"Grupo de Investigación en Procesos Agroindustriales (GIPA)",LUIS EDUARDO ORDONEZ SANTOS,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Agropecuarias","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
177,COL0043146,"Grupo de Energías Ambiente y Biotecnología (GEAB)",LUIS CARLOS DIAZ MUEGUE,1 de 2,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Investigaciones en Energía y Minería",Ingeniería
178,COL0026216,"Grupo de Investigacion en Ingenieria Aeroespacial",JULIAN SIERRA PEREZ,2 de 3,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Investigaciones en Energía y Minería",Ingeniería
179,COL0163897,"Fenómenos de Superficie - Michael Polanyi",FARID B. CORTES CORREA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Investigaciones en Energía y Minería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
180,COL0030765,"GRUPO DE INVESTIGACIÓN EN TECNOLOGÍAS APLICADAS - GITA",ROSA ELVIRA CORREA GUTIERREZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Salud",Ingeniería
